id,q1_degree,q2_degree,intersection_count
186211,4,2,1
35171,2,2,1
278995,4,2,0
60,9,1,0
36206,9,6,0
394359,1,6,0
94053,9,1,0
197286,9,12,0
186747,3,12,0
43059,1,12,0
231476,5,12,1
232102,1,12,0
354398,9,1,0
61,1,1,0
62,9,2,1
110739,9,2,1
64203,9,8,7
314316,8,8,7
57684,9,8,7
169086,8,8,7
131236,9,8,7
98419,9,9,7
175725,8,9,7
392589,8,9,7
110330,8,9,7
347924,8,9,7
134324,2,9,0
170080,9,9,7
45832,8,9,7
358611,8,9,7
330142,8,9,7
234825,9,9,7
185856,9,8,7
376723,8,8,7
192908,9,8,7
276512,8,8,7
267488,8,8,7
63,1,1,0
64,5,6,0
85333,2,6,0
65,5,2,0
199200,5,2,1
265693,3,2,1
256778,5,1,0
66,5,6,2
235169,7,6,3
45697,5,8,3
12293,8,8,3
79645,10,8,2
95847,3,8,1
116902,9,8,5
379904,5,7,4
272348,10,7,2
131842,6,7,2
67,3,4,2
5415,1,4,0
255429,6,4,2
35096,3,6,2
20373,5,6,3
146880,3,5,2
4237,2,5,1
168793,5,5,2
318708,6,5,3
102984,4,5,2
68,1,6,0
34533,2,6,0
153105,1,6,0
195807,1,6,0
297792,1,6,0
69,1,1,0
70,1,1,0
71,2,4,0
335532,2,4,0
138105,1,4,0
191349,1,4,0
372499,2,3,0
33362,1,3,0
74,2,2,1
146567,3,2,1
187242,2,3,1
75,1,1,0
76,2,1,0
344130,2,1,0
77,1,1,0
79,31,24,22
138342,24,24,22
174588,23,24,19
371454,24,24,21
195851,28,24,22
311513,26,24,21
280314,24,24,21
126845,24,24,21
6582,31,12,8
225275,23,12,9
14319,31,10,8
33960,23,10,9
220483,28,10,8
105952,27,10,8
132225,24,10,8
370521,26,10,9
373886,41,10,8
295012,10,10,4
62514,31,26,24
140879,24,26,23
278447,23,26,20
212869,24,26,22
46858,28,26,24
403265,26,26,22
80089,24,26,22
316164,22,26,21
66859,24,26,23
291119,24,26,22
128559,41,26,24
338599,10,26,8
107493,31,26,24
273228,24,26,22
354432,24,26,23
350545,22,26,21
401676,24,26,23
113222,31,7,5
118852,31,22,20
322341,28,22,20
175194,24,22,20
14978,24,22,20
135059,28,22,20
52734,22,22,20
347021,26,22,20
369480,24,22,20
115335,24,22,21
403387,22,22,20
236516,24,22,20
339127,25,22,20
117598,24,22,20
111459,26,22,21
376887,41,22,20
200540,10,22,4
228714,25,22,20
126460,31,24,23
363353,24,24,22
308402,23,24,18
238954,24,24,23
332070,28,24,23
231746,24,24,21
247811,27,24,23
249052,22,24,21
178723,24,24,23
91400,24,24,21
213801,25,24,23
345938,24,24,23
399108,26,24,22
207159,41,24,23
204363,16,24,15
130944,31,24,23
96862,28,24,23
338517,24,24,22
251930,22,24,21
102399,26,24,23
322889,24,24,23
177672,24,24,21
302396,22,24,21
61052,24,24,23
260472,24,24,21
129279,25,24,23
111085,26,24,22
263208,23,24,21
203207,41,24,23
278942,16,24,15
147534,31,24,23
55197,23,24,18
252281,24,24,23
181644,31,24,23
13462,23,24,18
217603,24,24,23
238186,28,24,23
25756,26,24,23
241586,24,24,23
102879,24,24,21
264788,22,24,21
149147,24,24,21
229723,26,24,22
182678,41,24,23
213457,31,24,22
56091,23,24,18
253416,24,24,22
204149,24,24,22
217324,31,1,0
228902,31,25,24
6188,28,25,24
297427,24,25,22
122925,23,25,19
335812,24,25,23
295408,24,25,23
106036,28,25,24
80037,22,25,21
332244,26,25,23
310964,24,25,23
41330,24,25,21
269762,12,25,7
344581,22,25,21
85046,24,25,23
291974,24,25,21
302266,25,25,23
80163,24,25,23
143310,24,25,23
326736,26,25,23
337290,23,25,21
168806,41,25,24
194705,16,25,15
253710,24,25,23
246659,31,22,21
301368,24,22,21
222325,24,22,21
72205,28,22,21
222366,26,22,21
370821,24,22,21
331530,27,22,21
206870,24,22,21
100087,24,22,20
86376,25,22,21
181753,24,22,21
206294,24,22,21
312108,26,22,21
126472,23,22,21
149674,41,22,21
254032,31,22,21
239503,24,22,21
173446,24,22,21
264000,24,22,21
276840,31,2,0
284784,31,16,15
16224,23,16,15
131072,24,16,15
201976,24,16,15
263840,27,16,15
360270,24,16,15
253825,24,16,15
272831,41,16,15
294837,31,24,23
209687,23,24,18
358280,24,24,23
40430,26,24,23
266271,22,24,21
127490,24,24,23
305991,31,24,23
287477,28,24,23
193279,24,24,22
69094,23,24,18
219733,24,24,23
145947,24,24,23
208744,28,24,23
22684,22,24,21
176805,26,24,23
141810,24,24,23
87425,24,24,21
134578,27,24,23
327382,22,24,21
361255,24,24,23
149719,24,24,21
67663,25,24,23
224163,24,24,23
169210,26,24,22
278955,41,24,23
310257,31,23,21
6427,24,23,22
29219,24,23,21
172620,28,23,21
73839,26,23,21
28497,24,23,22
311539,27,23,21
58770,22,23,21
171291,24,23,21
85063,24,23,21
223999,25,23,21
289492,41,23,21
218350,10,23,5
335635,31,28,26
59035,24,28,22
124577,23,28,20
13596,24,28,23
53819,24,28,23
297010,12,28,8
107187,22,28,21
316987,24,28,23
388248,31,41,27
156310,24,41,22
59189,23,41,20
100953,24,41,23
151976,12,41,10
49103,12,41,10
190485,28,41,26
320371,26,41,24
189636,24,41,23
39838,1,41,0
45997,27,41,26
49360,12,41,10
185041,22,41,21
314558,24,41,22
294576,24,41,23
156767,11,41,10
178602,7,41,5
179059,11,41,10
187962,11,41,10
389832,31,25,24
288252,24,25,22
230656,23,25,18
92187,24,25,23
221045,28,25,23
314441,26,25,24
188824,24,25,21
332101,27,25,23
126892,22,25,21
213857,24,25,21
281248,16,25,15
80,1,1,0
82,2,1,0
108709,2,1,0
83,4,1,0
53217,4,2,0
60613,4,1,0
84,1,2,0
85,16,18,13
300443,13,18,11
31782,13,18,12
91286,16,18,14
67613,15,18,13
18121,15,18,13
76817,4,18,1
159564,15,18,14
234428,14,18,13
131418,16,18,13
221784,1,18,0
227450,1,18,0
51255,16,1,0
72144,16,13,12
364269,16,13,12
52055,18,13,12
8249,13,13,12
267494,16,13,12
169737,25,13,12
245209,15,13,12
69184,15,13,12
161308,16,13,12
203856,14,13,12
100250,16,25,13
253743,16,25,14
53940,18,25,14
387632,16,25,14
329718,22,25,0
279619,15,25,13
39338,15,25,14
22098,5,25,0
36956,4,25,2
323897,15,25,13
152055,14,25,13
250892,16,25,14
156489,2,25,0
272162,3,25,0
216614,16,14,13
90921,16,14,13
110359,13,14,11
4100,18,14,13
390061,16,14,13
216497,25,14,13
281073,15,14,13
213309,14,14,13
114061,16,14,13
262523,16,16,13
397510,16,16,14
215263,15,16,13
47442,15,16,13
372515,14,16,13
86,22,22,21
311484,22,22,21
370417,23,22,21
319863,22,22,21
96628,23,22,21
98335,22,22,21
186907,22,22,21
317772,22,22,21
177208,22,22,21
63299,22,22,21
18803,22,23,21
14352,22,23,21
379980,22,23,21
119365,23,23,22
373209,23,23,22
244280,22,23,21
18974,9,23,6
388510,22,23,21
358624,22,23,21
378910,23,23,22
85024,22,23,21
400104,22,23,21
179104,22,23,21
64472,22,23,21
359863,22,23,21
361828,22,23,21
202318,22,23,21
237373,22,23,21
32866,22,22,21
373988,22,22,21
5368,22,22,21
159232,23,22,21
308182,22,22,21
293339,23,22,21
387306,23,22,21
40970,22,22,21
39796,22,22,21
26934,23,22,21
139095,22,22,21
48898,22,22,21
386955,22,22,21
338127,22,22,21
95131,22,22,21
52225,22,22,21
151985,22,22,21
367426,22,22,21
350672,23,22,21
179832,22,22,21
263635,23,22,21
265600,22,22,21
86343,22,22,21
296991,22,22,21
377313,22,22,21
154550,22,22,21
125059,22,22,21
340443,22,22,21
349904,23,22,21
334367,22,22,21
17517,23,22,21
17584,23,22,21
396381,22,22,21
68159,23,22,21
120920,22,22,21
278222,22,22,21
97703,22,22,21
174601,22,23,21
264715,22,23,21
157617,22,23,21
228155,22,23,21
324532,23,23,22
213299,22,23,21
322096,22,23,21
161680,23,23,22
78735,22,23,21
209254,22,23,21
101536,22,23,21
197660,22,23,21
394912,22,23,21
29353,22,23,21
167026,23,23,22
121549,22,23,21
295831,23,23,22
18517,22,23,21
148464,22,23,21
83923,22,23,21
30463,22,23,21
35523,22,23,21
210912,22,22,21
100629,22,22,21
74023,23,22,21
48393,22,22,21
289412,23,22,21
392566,22,22,21
255656,22,22,21
205769,22,22,21
310105,22,22,21
279040,22,22,21
263302,22,23,21
373038,22,23,21
305314,22,23,21
67529,23,23,22
323910,22,23,21
140937,23,23,22
93693,23,23,22
132290,22,23,21
199887,22,23,21
269549,23,23,22
228058,22,23,21
122749,22,23,21
79602,22,23,21
53486,22,23,21
192363,22,23,21
324319,22,23,21
381061,22,23,21
87,1,1,0
89,2,3,0
403711,2,2,0
90,1,1,0
91,1,1,0
92,11,10,9
373726,16,10,9
296194,11,10,9
356658,11,10,9
101051,15,10,9
228238,18,10,8
200322,11,11,9
343881,16,11,10
350494,10,11,9
316853,11,11,9
93047,12,11,9
284466,11,11,10
224846,15,11,10
221558,18,11,9
229160,11,10,9
165613,16,10,9
108817,10,10,9
52243,11,10,9
56730,12,10,9
119443,11,10,9
250022,18,10,8
294599,11,12,8
135071,16,12,11
184567,10,12,4
26620,10,12,8
67030,11,12,8
124934,12,12,8
120845,11,12,8
194857,15,12,11
174050,11,12,8
123186,7,12,4
93,3,2,1
281539,3,5,1
37800,4,5,2
203391,2,5,1
315791,3,2,0
95,1,1,0
96,1,1,0
97,1,2,0
98,1,1,0
99,2,1,0
272846,2,7,0
163258,1,7,0
206817,3,7,0
209603,1,7,0
349645,2,7,0
101,1,1,0
102,1,1,0
103,2,2,0
364539,1,2,0
104,1,2,0
266050,12,2,0
105,1,1,0
106,2,17,0
99798,9,17,1
40629,1,17,0
145968,29,17,0
94693,1,17,0
204663,3,17,0
243424,5,17,0
254116,1,17,0
281157,1,17,0
108,2,7,0
312128,1,7,0
109,1,1,0
110,3,2,0
2656,3,1,0
230612,3,2,0
363041,1,2,0
111,2,1,0
112,1,2,0
370921,1,2,0
114,1,1,0
115,1,8,0
7410,2,8,0
13802,1,8,0
158228,2,8,0
156086,1,8,0
196834,1,8,0
390230,1,8,0
116,2,1,0
194089,2,16,0
197841,7,16,1
102745,1,16,0
121156,1,16,0
167569,1,16,0
240348,4,16,2
248312,1,16,0
302680,1,16,0
346190,6,16,1
373709,1,16,0
117,1,1,0
118,8,20,2
230471,11,20,10
376996,11,20,9
83811,8,20,0
333609,3,20,1
268216,4,20,0
224434,10,20,0
176120,1,20,0
374873,3,20,0
350040,1,20,0
119,1,1,0
120,10,4,2
66377,10,12,7
64004,13,12,9
177010,16,12,11
103048,12,12,9
352403,13,12,9
290254,11,12,7
95337,12,12,9
261815,14,12,11
183133,10,14,8
225740,16,14,13
255074,12,14,10
96954,9,14,7
105337,11,14,8
265449,10,16,8
305834,13,16,10
315686,16,16,15
243740,12,16,11
32480,13,16,12
152885,9,16,8
41062,11,16,9
252673,12,16,10
175866,6,16,5
277444,10,13,6
156295,16,13,12
284378,12,13,10
34417,9,13,8
258033,6,13,5
282153,10,9,6
163003,13,9,7
5449,16,9,7
145468,16,9,7
167250,16,9,7
360806,10,12,9
13682,4,12,2
39801,12,12,8
225158,14,12,10
388019,10,13,8
140136,16,13,10
35759,4,13,2
356241,11,13,6
364544,12,13,9
308957,14,13,10
186253,2,13,0
393728,10,16,8
380618,13,16,10
139796,16,16,15
54431,12,16,11
238451,13,16,12
275438,9,16,8
55935,12,16,10
125854,6,16,5
122,1,1,0
123,2,6,1
181379,1,6,0
242040,1,6,0
124,1,1,0
125,5,5,3
17885,8,5,3
262993,8,5,4
259811,4,5,3
368645,11,5,3
164864,5,6,2
338936,8,6,5
201200,3,6,2
65859,8,6,4
403775,11,6,3
126,1,1,0
127,3,2,1
376552,3,2,1
100404,3,3,1
4057,3,3,1
129,1,1,0
130,1,1,0
131,1,1,0
133,1,4,0
307623,2,4,1
267213,2,4,1
306843,1,4,0
135,2,1,0
136,1,1,0
137,1,1,0
138,1,1,0
140,1,1,0
141,10,4,0
32064,1,4,0
63456,10,2,0
334376,8,2,0
252928,10,15,0
45913,4,15,0
150559,2,15,0
155739,4,15,0
161832,1,15,0
232149,1,15,0
246907,2,15,0
306913,2,15,0
400525,1,15,0
300906,10,2,0
315916,10,1,0
399259,10,1,0
403271,10,2,0
144,2,1,0
48457,2,1,0
145,1,4,0
4940,3,4,0
370520,1,4,0
146,1,1,0
147,3,1,0
87094,3,1,0
333826,3,1,0
149,2,1,0
150,1,1,0
152,1,1,0
153,1,1,0
154,3,1,0
88086,3,1,0
288354,3,1,0
155,1,1,0
157,1,1,0
158,1,1,0
159,20,13,11
282674,19,13,11
42218,13,13,10
66575,14,13,10
87769,15,13,10
122957,15,13,10
55999,20,26,9
3707,15,26,9
5228,1,26,0
10591,1,26,0
247119,19,26,9
28466,2,26,0
393902,6,26,2
164168,15,26,11
158082,13,26,9
238832,7,26,1
93596,14,26,9
263535,15,26,9
232384,16,26,10
105902,1,26,0
108410,1,26,0
121035,1,26,0
177804,1,26,0
221767,12,26,9
