id,q1_degree,q2_degree,intersection_count
186211,3,2,0
35171,1,2,0
278995,3,1,0
60,6,1,0
36206,6,3,0
394359,1,3,0
94053,6,1,0
197286,6,11,0
186747,3,11,0
43059,1,11,0
231476,4,11,1
232102,1,11,0
354398,6,1,0
61,1,1,0
62,7,2,0
110739,8,2,0
64203,7,5,3
314316,7,5,4
57684,8,5,3
169086,8,5,4
131236,9,5,4
98419,7,9,5
175725,5,9,4
392589,7,9,6
110330,8,9,7
347924,4,9,3
134324,1,9,0
170080,7,6,4
45832,5,6,4
358611,7,6,4
330142,8,6,5
234825,9,6,5
185856,7,5,3
376723,8,5,4
192908,7,7,4
276512,8,7,6
267488,4,7,3
63,1,1,0
64,3,4,0
85333,2,4,0
65,5,2,0
199200,5,2,1
265693,3,2,1
256778,5,1,0
66,4,3,1
235169,4,3,1
45697,4,6,1
12293,5,6,1
79645,8,6,0
95847,3,6,0
116902,8,6,3
379904,4,4,1
272348,8,4,1
131842,4,4,1
67,3,4,2
5415,1,4,0
255429,6,4,2
35096,3,6,2
20373,5,6,3
146880,3,5,2
4237,2,5,1
168793,5,5,2
318708,6,5,3
102984,4,5,2
68,1,5,0
34533,2,5,0
153105,1,5,0
195807,1,5,0
297792,1,5,0
69,1,1,0
70,1,1,0
71,2,3,0
335532,2,3,0
138105,1,3,0
191349,1,3,0
372499,2,3,0
33362,1,3,0
74,2,2,1
146567,3,2,1
187242,2,3,1
75,1,1,0
76,2,1,0
344130,2,1,0
77,1,1,0
79,26,21,17
138342,18,21,16
174588,19,21,13
371454,22,21,18
195851,23,21,17
311513,21,21,15
280314,18,21,13
126845,20,21,15
6582,26,7,2
225275,19,7,3
14319,26,8,4
33960,19,8,6
220483,23,8,6
105952,17,8,3
132225,21,8,5
370521,21,8,6
373886,34,8,6
295012,7,8,2
62514,26,21,16
140879,18,21,15
278447,19,21,12
212869,22,21,17
46858,23,21,16
403265,21,21,14
80089,21,21,15
316164,20,21,15
66859,21,21,17
291119,20,21,16
128559,34,21,17
338599,7,21,4
107493,26,21,16
273228,18,21,13
354432,22,21,16
350545,20,21,16
401676,20,21,14
113222,26,4,1
118852,26,17,13
322341,21,17,11
175194,22,17,14
14978,18,17,12
135059,23,17,12
52734,20,17,13
347021,21,17,13
369480,18,17,12
115335,21,17,14
403387,20,17,14
236516,20,17,13
339127,19,17,10
117598,20,17,12
111459,21,17,14
376887,34,17,12
200540,7,17,2
228714,24,17,15
126460,26,18,13
363353,18,18,13
308402,19,18,12
238954,22,18,16
332070,23,18,15
231746,21,18,12
247811,17,18,10
249052,20,18,13
178723,20,18,13
91400,21,18,14
213801,19,18,13
345938,20,18,15
399108,21,18,14
207159,34,18,14
204363,13,18,10
130944,26,18,15
96862,21,18,14
338517,18,18,12
251930,20,18,14
102399,21,18,15
322889,18,18,12
177672,21,18,13
302396,20,18,14
61052,20,18,15
260472,21,18,14
129279,19,18,13
111085,21,18,13
263208,17,18,12
203207,34,18,14
278942,13,18,7
147534,26,20,15
55197,19,20,12
252281,22,20,18
181644,26,20,16
13462,19,20,10
217603,22,20,18
238186,23,20,15
25756,21,20,14
241586,18,20,15
102879,21,20,15
264788,20,20,15
149147,21,20,16
229723,21,20,16
182678,34,20,17
213457,26,18,15
56091,19,18,10
253416,22,18,16
204149,20,18,14
217324,26,1,0
228902,26,24,20
6188,21,24,18
297427,18,24,17
122925,19,24,14
335812,22,24,21
295408,18,24,17
106036,23,24,19
80037,20,24,18
332244,21,24,17
310964,18,24,16
41330,21,24,17
269762,7,24,4
344581,20,24,18
85046,20,24,19
291974,21,24,19
302266,19,24,17
80163,20,24,18
143310,18,24,16
326736,21,24,18
337290,17,24,14
168806,34,24,19
194705,13,24,11
253710,20,24,18
246659,26,20,16
301368,18,20,15
222325,22,20,17
72205,23,20,16
222366,21,20,16
370821,21,20,16
331530,17,20,10
206870,20,20,15
100087,21,20,17
86376,19,20,15
181753,20,20,15
206294,18,20,14
312108,21,20,16
126472,17,20,14
149674,34,20,16
254032,26,20,16
239503,18,20,14
173446,22,20,17
264000,20,20,15
276840,26,1,0
284784,26,13,9
16224,19,13,9
131072,22,13,10
201976,18,13,10
263840,17,13,7
360270,20,13,9
253825,20,13,9
272831,34,13,10
294837,26,18,13
209687,19,18,10
358280,22,18,15
40430,21,18,13
266271,20,18,14
127490,20,18,15
305991,26,20,15
287477,21,20,14
193279,18,20,15
69094,19,20,12
219733,22,20,17
145947,18,20,14
208744,23,20,16
22684,20,20,16
176805,21,20,16
141810,18,20,15
87425,21,20,15
134578,17,20,11
327382,20,20,16
361255,20,20,15
149719,21,20,17
67663,19,20,14
224163,20,20,16
169210,21,20,16
278955,34,20,16
310257,26,17,12
6427,18,17,12
29219,22,17,13
172620,23,17,12
73839,21,17,13
28497,21,17,13
311539,17,17,8
58770,20,17,13
171291,20,17,12
85063,21,17,13
223999,19,17,13
289492,34,17,12
218350,7,17,1
335635,26,23,18
59035,18,23,14
124577,19,23,15
13596,22,23,18
53819,18,23,13
297010,7,23,3
107187,20,23,16
316987,20,23,16
388248,26,34,20
156310,18,34,15
59189,19,34,14
100953,22,34,18
151976,10,34,8
49103,10,34,6
190485,23,34,18
320371,21,34,16
189636,18,34,15
39838,1,34,0
45997,17,34,13
49360,10,34,7
185041,20,34,16
314558,21,34,17
294576,20,34,17
156767,8,34,7
178602,4,34,2
179059,7,34,6
187962,10,34,7
389832,26,19,14
288252,18,19,14
230656,19,19,9
92187,22,19,16
221045,23,19,14
314441,21,19,13
188824,21,19,14
332101,17,19,11
126892,20,19,14
213857,21,19,14
281248,13,19,8
80,1,1,0
82,2,1,0
108709,2,1,0
83,3,1,0
53217,3,2,0
60613,3,1,0
84,1,1,0
85,14,16,10
300443,8,16,5
31782,10,16,8
91286,15,16,11
67613,14,16,10
18121,9,16,7
76817,4,16,1
159564,11,16,9
234428,11,16,8
131418,15,16,11
221784,1,16,0
227450,1,16,0
51255,14,1,0
72144,14,11,9
364269,10,11,7
52055,16,11,8
8249,10,11,7
267494,15,11,9
169737,20,11,9
245209,14,11,10
69184,11,11,7
161308,15,11,9
203856,11,11,8
100250,14,20,9
253743,10,20,8
53940,16,20,10
387632,15,20,10
329718,17,20,0
279619,14,20,11
39338,9,20,7
22098,4,20,0
36956,4,20,1
323897,11,20,8
152055,11,20,8
250892,15,20,10
156489,2,20,0
272162,3,20,0
216614,14,11,8
90921,10,11,7
110359,8,11,6
4100,16,11,8
390061,15,11,10
216497,20,11,9
281073,14,11,9
213309,11,11,8
114061,15,11,9
262523,14,10,6
397510,15,10,8
215263,14,10,8
47442,11,10,5
372515,11,10,6
86,15,17,10
311484,18,17,13
370417,19,17,13
319863,19,17,13
96628,17,17,12
98335,16,17,10
186907,16,17,13
317772,18,17,13
177208,20,17,15
63299,18,17,12
18803,15,19,10
14352,18,19,14
379980,15,19,11
119365,19,19,14
373209,17,19,12
244280,16,19,13
18974,6,19,3
388510,16,19,11
358624,18,19,14
378910,21,19,16
85024,20,19,15
400104,17,19,13
179104,15,19,10
64472,17,19,12
359863,18,19,15
361828,16,19,13
202318,16,19,12
237373,18,19,14
32866,15,16,11
373988,18,16,11
5368,15,16,10
159232,19,16,12
308182,19,16,13
293339,17,16,12
387306,17,16,11
40970,16,16,9
39796,18,16,12
26934,21,16,14
139095,20,16,13
48898,15,16,9
386955,17,16,11
338127,18,16,11
95131,16,16,11
52225,15,20,13
151985,18,20,15
367426,15,20,12
350672,19,20,15
179832,19,20,16
263635,17,20,14
265600,16,20,13
86343,16,20,14
296991,18,20,16
377313,17,20,14
154550,15,15,11
125059,18,15,11
340443,15,15,10
349904,19,15,11
334367,19,15,11
17517,17,15,11
17584,17,15,11
396381,16,15,9
68159,21,15,13
120920,17,15,10
278222,18,15,11
97703,16,15,9
174601,15,17,10
264715,18,17,13
157617,15,17,12
228155,19,17,12
324532,17,17,10
213299,16,17,11
322096,18,17,12
161680,21,17,16
78735,20,17,13
209254,18,17,12
101536,16,17,9
197660,15,21,12
394912,18,21,15
29353,15,21,14
167026,19,21,16
121549,19,21,16
295831,17,21,14
18517,16,21,14
148464,16,21,13
83923,18,21,16
30463,20,21,17
35523,17,21,15
210912,15,16,10
100629,18,16,12
74023,19,16,13
48393,19,16,12
289412,17,16,12
392566,16,16,11
255656,20,16,13
205769,17,16,13
310105,17,16,13
279040,18,16,11
263302,15,18,12
373038,18,18,13
305314,15,18,11
67529,19,18,14
323910,19,18,15
140937,17,18,11
93693,17,18,14
132290,16,18,11
199887,18,18,13
269549,21,18,15
228058,20,18,15
122749,17,18,13
79602,15,18,11
53486,17,18,12
192363,18,18,13
324319,16,18,13
381061,18,18,14
87,1,1,0
89,2,2,0
403711,2,1,0
90,1,1,0
91,1,1,0
92,11,9,8
373726,13,9,7
296194,10,9,7
356658,9,9,6
101051,12,9,5
228238,16,9,6
200322,11,11,9
343881,13,11,8
350494,9,11,8
316853,10,11,8
93047,10,11,7
284466,9,11,8
224846,12,11,7
221558,16,11,8
229160,11,7,6
165613,13,7,4
108817,9,7,5
52243,10,7,5
56730,10,7,4
119443,11,7,6
250022,16,7,6
294599,11,10,7
135071,13,10,7
184567,9,10,3
26620,9,10,6
67030,10,10,6
124934,10,10,5
120845,9,10,6
194857,12,10,8
174050,11,10,7
123186,6,10,3
93,3,2,1
281539,3,4,1
37800,4,4,1
203391,2,4,1
315791,3,2,0
95,1,1,0
96,1,1,0
97,1,2,0
98,1,1,0
99,2,1,0
272846,2,7,0
163258,1,7,0
206817,3,7,0
209603,1,7,0
349645,1,7,0
101,1,1,0
102,1,1,0
103,1,2,0
364539,1,2,0
104,1,2,0
266050,10,2,0
105,1,1,0
106,1,15,0
99798,7,15,0
40629,1,15,0
145968,23,15,0
94693,1,15,0
204663,3,15,0
243424,5,15,0
254116,1,15,0
281157,1,15,0
108,2,3,0
312128,1,3,0
109,1,1,0
110,3,1,0
2656,3,1,0
230612,3,2,0
363041,1,2,0
111,2,1,0
112,1,2,0
370921,1,2,0
114,1,1,0
115,1,7,0
7410,2,7,0
13802,1,7,0
158228,2,7,0
156086,1,7,0
196834,1,7,0
390230,1,7,0
116,2,1,0
194089,2,12,0
197841,6,12,1
102745,1,12,0
121156,1,12,0
167569,1,12,0
240348,2,12,1
248312,1,12,0
302680,1,12,0
346190,6,12,0
373709,1,12,0
117,1,1,0
118,6,17,2
230471,8,17,5
376996,7,17,3
83811,5,17,0
333609,3,17,1
268216,3,17,0
224434,9,17,0
176120,1,17,0
374873,3,17,0
350040,1,17,0
119,1,1,0
120,9,4,2
66377,9,11,5
64004,12,11,7
177010,13,11,8
103048,10,11,6
352403,10,11,5
290254,8,11,5
95337,9,11,6
261815,9,11,7
183133,9,9,3
225740,13,9,5
255074,10,9,5
96954,8,9,2
105337,8,9,5
265449,9,13,5
305834,12,13,7
315686,13,13,9
243740,11,13,8
32480,10,13,7
152885,8,13,4
41062,8,13,5
252673,9,13,4
175866,6,13,3
277444,9,10,3
156295,13,10,7
284378,10,10,6
34417,8,10,5
258033,6,10,5
282153,9,6,3
163003,12,6,4
5449,13,6,3
145468,13,6,3
167250,10,6,3
360806,9,9,6
13682,4,9,2
39801,10,9,4
225158,9,9,4
388019,9,12,7
140136,13,12,7
35759,4,12,2
356241,8,12,4
364544,9,12,6
308957,9,12,6
186253,2,12,0
393728,9,10,4
380618,12,10,4
139796,13,10,6
54431,10,10,5
238451,10,10,6
275438,8,10,3
55935,9,10,3
125854,6,10,4
122,1,1,0
123,2,5,1
181379,1,5,0
242040,1,5,0
124,1,1,0
125,5,5,3
17885,8,5,3
262993,7,5,3
259811,4,5,3
368645,8,5,2
164864,5,6,2
338936,8,6,5
201200,3,6,2
65859,7,6,3
403775,8,6,2
126,1,1,0
127,3,2,1
376552,3,2,1
100404,3,3,1
4057,3,3,1
129,1,1,0
130,1,1,0
131,1,1,0
133,1,4,0
307623,2,4,1
267213,2,4,1
306843,1,4,0
135,1,1,0
136,1,1,0
137,1,1,0
138,1,1,0
140,1,1,0
141,7,4,0
32064,1,4,0
63456,7,2,0
334376,5,2,0
252928,7,12,0
45913,4,12,0
150559,2,12,0
155739,3,12,0
161832,1,12,0
232149,1,12,0
246907,2,12,0
306913,1,12,0
400525,1,12,0
300906,7,1,0
315916,7,1,0
399259,7,1,0
403271,7,2,0
144,2,1,0
48457,2,1,0
145,1,3,0
4940,3,3,0
370520,1,3,0
146,1,1,0
147,3,1,0
87094,3,1,0
333826,3,1,0
149,2,1,0
150,1,1,0
152,1,1,0
153,1,1,0
154,3,1,0
88086,3,1,0
288354,3,1,0
155,1,1,0
157,1,1,0
158,1,1,0
159,14,8,5
282674,16,8,4
42218,11,8,5
66575,11,8,5
87769,13,8,4
122957,10,8,3
55999,14,23,7
3707,14,23,8
5228,1,23,0
10591,1,23,0
247119,16,23,5
28466,2,23,0
393902,6,23,2
164168,12,23,8
158082,11,23,7
238832,6,23,1
93596,11,23,6
263535,13,23,7
232384,13,23,8
105902,1,23,0
108410,1,23,0
121035,1,23,0
177804,1,23,0
221767,9,23,7
